,countrykey,year,countryname,agriculture,elec,slums,tax,mobile,internet,agriculture_gdp,services_gdp,gdp,gdp_growth,gdppc,urban,oil,natural,literacy,prim_compl,enrl_gross,enrl_net,edu_expenses,mortality_child,mortality_neo,hospitalbeds,tub,health_gdp,inc_b10,unempl,lifeexp,life_pol,life_rel,qual_ind,qual_manners,qual_tol,qual_faith,qual_obd,trust,order_freedom,dem_order,traditional_rational,surv_self,wvs_wave,polity,un_region_name,un_continent_name,democracy,id
1,ALB,1998,Albania,41.569343,100,NA,13.701633,0.18042638,0.06502737,27.072216,50.115387,2.71E+09,9.0088525,865.30216,40.60100174,0.14185803,0.26542101,NA,NA,107.71253,NA,NA,NA,11.8,3.05,NA,NA,NA,23.033001,73.208,3.0987654,2.2602459,0.32032032,NA,0.81081081,0.2992993,0.58158158,1.73,1.0802846,2.7103004,0.72677007,0.3952518,3,5,Southern Europe,Europe,1,3
2,ALB,2002,Albania,41.605839,100,NA,16.160843,27.284132,0.39008127,21.600395,50.060003,4.44E+09,4.231371,1453.6428,43.50099945,0.65942414,0.73766489,NA,NA,101.898,NA,NA,NA,10.7,NA,22,6.4343317,3.5,21.488001,74.575,2.9560776,2.266055,0.572,NA,0.8,0.363,0.539,1.7563025,NA,2.9003322,0.6712418,0.51762411,4,7,Southern Europe,Europe,1,3
3,ARG,1984,Argentina,46.960745,NA,NA,NA,0,NA,8.3459768,51.945835,7.91E+10,2.2117735,2643.3694,84.6210022,3.070351,3.4903225,NA,NA,105.56242,NA,NA,NA,15.8,NA,NA,NA,NA,NA,70.438,NA,NA,0.41691542,NA,0.439801,0.18606965,0.18606965,1.7390351,NA,NA,0.8517321,0.64846194,1,8,South America,Americas,1,5
4,ARG,1991,Argentina,46.647593,91.123672,NA,5.0082365,0.075315,NA,6.7164918,60.561199,1.90E+11,12.66971,5715.5044,87.32800293,0.73995188,0.98989341,96.128197,NA,109.08685,96.254837,NA,NA,14.6,NA,NA,NA,1.7,5.5500002,71.79,2.9518072,2.0963855,0.43213573,NA,0.77644711,0.28143713,0.32035928,1.7669095,NA,NA,0.80581499,0.75412238,2,7,South America,Americas,1,5
5,ARG,1995,Argentina,46.788273,93.022461,31.7,8.0543577,1.1584431,0.08627708,5.3514732,60.821391,2.58E+11,-2.8452096,7373.4282,88.16400146,0.89003497,1.0614259,NA,NA,NA,NA,NA,NA,13.4,NA,NA,NA,1.1,18.799999,72.719,2.9607109,2.0598131,0.41056534,NA,0.73123262,0.35959222,0.31881372,1.8243115,1.5978153,2.8551308,0.83412705,0.8553467,3,7,South America,Americas,1,5
6,ARG,1999,Argentina,46.922377,94.725464,NA,9.0761243,10.502243,3.284482,4.4578394,61.924782,2.84E+11,-3.385457,7736.3696,88.95200348,0.92027688,1.1238282,NA,98.217644,116.05356,99.751923,NA,NA,11.3,NA,NA,NA,1.1,14.1,73.618,3.1343284,1.9033019,0.3703125,NA,0.7015625,0.4265625,0.36953125,1.8413462,NA,2.7163793,0.74101561,0.81821479,4,8,South America,Americas,1,5
7,ARG,2006,Argentina,51.560096,97.167221,NA,12.878887,79.654384,20.927202,6.9355723,48.749133,2.33E+11,8.0471515,5878.761,90.26599884,4.2268824,5.924138,NA,99.133202,118.83875,99.47065,97.513451,NA,8.7,NA,28,6.4156347,1.2,10.08,74.941,2.9345418,2.1609658,0.44411178,NA,0.70459082,0.24451098,0.42215569,1.8311292,NA,NA,0.70463452,0.86686406,5,8,South America,Americas,1,5
8,ARM,1997,Armenia,46.786091,98.769028,NA,NA,0.15958707,0.11165093,29.413242,29.539033,1.64E+09,3.3210797,523.28357,65.5039978,0,0.55148816,NA,93.8955,126.90023,NA,NA,NA,18,6.75,NA,NA,NA,10.8,69.912,2.526127,2.1797872,0.32,NA,0.4845,0.1235,0.1795,1.7531513,1.521875,2.4589716,0.82716101,0.46093495,3,-6,Western Asia,Asia,1,6
9,AUS,1981,Australia,62.838082,NA,NA,21.498307,0,NA,NA,NA,1.77E+11,3.3378583,11830.865,85.69999695,1.7776972,4.9394575,NA,NA,109.28179,99.807877,NA,NA,6.7,12.2,NA,NA,2.8,NA,74.663415,NA,NA,0.24511401,NA,0.67100977,0.2223127,0.41123779,1.5180824,NA,NA,NA,NA,1,10,Australia and New Zealand,Oceania,1,8
10,AUS,1995,Australia,60.313708,100,NA,21.214315,12.402677,2.7596545,3.0216331,62.32745,3.67E+11,3.8293688,20319.631,86.10600281,0.60306471,2.0194949,NA,NA,100.8312,94.564621,91.877251,NA,3.7,8.6999998,NA,NA,2.8,8.4700003,77.829268,2.4896654,2.4835219,0.52734375,NA,0.80908203,0.21386719,0.28710938,1.5995062,1.4783274,2.7467499,0.72156362,1.2761031,3,10,Australia and New Zealand,Oceania,1,8
11,AUS,2005,Australia,57.944756,100,NA,24.868671,91.012838,63,2.8865189,64.392111,6.93E+11,3.1903163,33961.682,88,0.89459294,5.2232381,NA,NA,102.53646,95.626938,NA,NA,3.3,4,5.9,7.9738587,NA,5.0300002,80.841463,2.4892241,2.7071429,0.63476425,NA,0.9148487,0.20830401,0.36664321,1.5181753,NA,NA,0.80104661,1.3406365,5,10,Australia and New Zealand,Oceania,1,8
12,AZE,1997,Azerbaijan,55.141377,97.81459,NA,10.693878,0.50468926,0.02518793,20.127411,35.486404,3.96E+09,5.8000005,505.56057,51.58800125,15.327537,18.576656,NA,99.470108,94.54734,90.126938,NA,NA,37.2,9.6099997,NA,NA,NA,11.847,65.899,2.7409457,1.9032421,0.5969031,NA,0.59140859,0.18581419,0.24825175,1.794723,1.104888,2.9791411,0.54163144,0.43522755,3,-6,Western Asia,Asia,0,10
13,BFA,2007,Burkina Faso,40.095029,13.169374,59.5,12.685696,13.037014,0.75,29.935493,45.813294,6.77E+09,5.6550051,475.11001,23.16300011,0,9.1711707,28.72921,34.97427,67.669098,54.953609,64.668404,NA,33.9,NA,62,5.8863782,NA,3.3,54.841,2.5394278,1.1985392,0.31160365,NA,0.69361147,0.68057366,0.70469361,1.8530839,NA,NA,0.40371028,0.54685367,5,0,Western Africa,Africa,0,14
14,BGD,1996,Bangladesh,71.652454,23.181799,NA,NA,0.00329843,NA,23.266208,50.124201,4.64E+10,4.5229192,382.93576,22.06399918,0.01800515,0.46375045,NA,NA,NA,NA,NA,NA,50.2,NA,NA,NA,NA,2.51,62.61,2.49833,1.195138,0.56983607,NA,0.69180328,0.77704918,0.19016393,1.7908847,1.111631,2.9704321,NA,NA,3,6,Southern Asia,Asia,1,15
15,BGD,2002,Bangladesh,71.852193,37.309124,NA,6.6913842,0.78696541,0.13992029,20.584134,51.572417,5.47E+10,3.8331239,400.61357,24.75600052,0.08089198,0.67392338,NA,NA,NA,NA,NA,NA,39.4,0.34,221,2.621789,NA,3.5580001,66.448,2.4147688,1.1385542,0.778,NA,0.70933333,0.70133333,0.192,1.7646662,NA,2.9860088,0.38290621,0.43145962,4,6,Southern Asia,Asia,1,15
16,BGR,1997,Bulgaria,56.069782,100,NA,14.942873,0.85243955,1.2198131,20.597385,49.001853,1.12E+10,-1.0888202,1346.9106,68.23100281,0.0053029,1.7143478,NA,94.486443,102.31142,95.011551,NA,NA,8.4,10.28,NA,NA,NA,13.7,70.35122,2.9942252,2.6748047,0.38432836,NA,0.4636194,0.1613806,0.20335821,1.713964,1.2913223,2.5341545,1.0200684,0.62693152,3,8,Eastern Europe,Europe,1,16
17,BGR,2005,Bulgaria,48.462813,100,NA,20.46719,81.274266,19.97,7.2884697,53.555336,2.96E+10,7.1235111,3869.5295,70.58399963,0.03809541,1.7447007,NA,98.642502,103.30338,95.739883,89.889542,NA,6,6.4,52,6.9442005,NA,10.08,72.560976,3.0662589,2.476828,0.45854146,NA,0.52947053,0.17682318,0.24275724,1.7802945,NA,NA,1.0224652,0.67670328,5,9,Eastern Europe,Europe,1,16
18,BIH,1998,Bosnia and Herzegovina,42.1875,98.507721,NA,NA,0.6714065,0.14367106,15.96041,38.709411,4.12E+09,15.599996,1097.6446,39.34799957,0,1.5019671,NA,NA,NA,NA,NA,NA,7.1,3.8199999,NA,NA,NA,23.264,73.572,2.5782828,1.9232704,0.3525,NA,0.625,0.25125,0.40875,1.7387863,1.54375,3.1920981,0.67076556,0.53946603,3,NA,Southern Europe,Europe,0,19
19,BIH,2001,Bosnia and Herzegovina,41.523438,99.4,NA,NA,11.792032,1.200527,8.8676604,54.469457,5.75E+09,4.3999995,1524.412,39.28499985,0,1.3714622,NA,NA,NA,NA,NA,NA,6.2,3.22,82,7.1772169,3.6,26.344999,74.653,2.8207705,2.0539174,0.56333333,NA,0.71666667,0.245,0.435,1.8421941,NA,2.9888889,0.84582005,0.52484074,4,NA,Southern Europe,Europe,0,19
20,BLR,1996,Belarus,46.011635,100,NA,18.799775,0.0647735,0.02929829,15.098598,39.364259,1.48E+10,2.8000047,1452.4455,68.30799866,0.87172416,3.2869706,NA,95.103149,98.271957,NA,NA,NA,7.9,12.27,NA,NA,NA,0.89600003,68.512195,2.7134446,2.3943662,0.29780115,NA,0.59655832,0.14961759,0.34942639,1.7592593,1.5587045,2.4373259,0.88680597,0.48674556,3,-7,Eastern Europe,Europe,0,20
21,BRA,1991,Brazil,29.305683,89.835625,NA,9.5297265,0.00440857,0.00328817,6.7888067,48.846332,6.03E+11,1.5119372,3966.7955,74.69000244,0.29353475,1.3987859,NA,NA,NA,NA,NA,NA,24.8,NA,NA,NA,NA,10.108,65.708,2.7342419,1.6304837,0.26487093,NA,0.65656566,0.46464646,0.41414141,1.9354473,NA,NA,0.65825955,0.5661064,2,8,South America,Americas,1,23
22,BRA,2006,Brazil,32.636926,97.594314,NA,15.381311,52.863524,28.17838,4.3700439,57.138127,1.11E+12,3.9572968,5860.1458,83.14299774,2.3217576,4.8902155,89.615227,NA,NA,NA,94.068161,NA,12.7,NA,46,8.2593123,1,8.3900003,72.405,2.4835239,1.5954606,0.28733333,NA,0.64733333,0.562,0.56333333,1.9079838,NA,NA,0.49999519,0.69870139,5,8,South America,Americas,1,23
23,CAN,2000,Canada,7.4353028,100,NA,14.907382,28.393625,51.3,NA,NA,7.42E+11,5.1826903,24124.169,79.47799683,1.5597474,4.5421495,NA,97.30352,100.25361,99.919533,96.398453,1.4,3.7,3.4,6.4,8.2757012,2.7,6.8299999,79.236585,2.6859074,2.1242204,0.61988607,NA,0.81563956,0.33195236,0.3112377,1.6303665,NA,2.7156016,0.73988254,1.298872,4,10,Northern America,Americas,1,29
24,CAN,2006,Canada,7.252865,100,NA,13.387285,57.432448,72.4,NA,NA,1.32E+12,2.6234126,40386.699,80.21299744,1.6769709,4.8180897,NA,96.459602,98.557518,NA,93.778969,NA,4,3.4,5.4,9.2070549,NA,6.3200002,80.292683,2.5632823,2.1796184,0.57763401,NA,0.83595194,0.30591497,0.31377079,1.5785477,NA,NA,0.67070981,1.345934,5,10,Northern America,Americas,1,29
25,CHE,1989,Switzerland,40.73971,NA,NA,8.0582478,1.0988563,NA,NA,NA,2.02E+11,4.330794,30401.892,71.68399811,0,0.03401507,NA,49.87875,86.959541,81.581581,NA,NA,4,NA,NA,NA,NA,NA,77.42122,2.7322604,2.3905674,0.425,NA,0.77428571,0.24142857,0.21,1.5735805,NA,NA,NA,NA,2,10,Western Europe,Europe,1,30
26,CHE,1996,Switzerland,39.941307,100,NA,8.44204,9.3853103,4.5496567,1.3181572,67.53428,3.30E+11,0.5400276,46676.851,73.52700043,0,0.01896764,NA,72.855164,97.719269,90.792183,NA,NA,3.4,NA,NA,NA,NA,3.71,78.896098,2.7939698,2.6277496,0.42739274,NA,0.78630363,0.21369637,0.26155116,1.6304156,1.5059253,2.8266055,1.0139786,1.0081007,3,10,Western Europe,Europe,1,30
27,CHE,2007,Switzerland,39.060128,100,NA,9.3596739,108.57798,77.2,0.80168074,69.155577,4.80E+11,4.1118778,63555.237,73.55000305,0,0.01872439,NA,93.031998,101.78197,97.780663,92.513603,NA,3.2,NA,6.4,9.6347658,2.9,3.6500001,81.741463,2.4176805,2.5946602,0.74133763,NA,0.9073328,0.12892828,0.20628525,1.4894693,NA,NA,NA,NA,5,10,Western Europe,Europe,1,30
28,CHL,1990,Chile,21.383074,92.257427,NA,13.307384,0.10512658,0,7.5423533,39.004858,3.31E+10,3.3335655,2500.6463,83.27100372,0.3125703,11.089267,NA,NA,103.67306,NA,NA,3.1,8.6,3.1586001,NA,NA,1.2,NA,73.68,2.9128659,1.7595702,0.30533333,NA,0.79,0.54133333,0.522,1.7729767,NA,NA,0.57522661,0.60534488,2,8,South America,Americas,1,31
29,CHL,1996,Chile,20.486005,95.617315,NA,16.170607,2.2035994,0.68347561,5.4456255,50.989059,7.80E+10,6.8029166,5382.8465,84.86100006,0.04574961,6.5540113,NA,NA,99.379066,NA,NA,NA,6.4,2.6700001,NA,NA,1.3,6.3299999,75.678,3.1717791,1.8692543,0.335,NA,0.616,0.458,0.458,1.7860798,1.5010331,2.7032735,0.5997015,0.62548921,3,8,South America,Americas,1,31
30,CHL,2000,Chile,20.321923,97.938687,NA,16.152693,22.286443,16.6,5.3779187,54.09561,7.79E+10,5.3269384,5101.3685,86.07299805,0.05438408,7.0737134,NA,NA,105.9884,NA,87.188782,2.2,5.7,NA,23,7.0351765,1.3,9.1599998,76.793,3.0384287,1.7800168,0.52333333,NA,0.76,0.40583333,0.55083333,1.7698888,NA,2.7528584,0.7141203,0.68582712,4,9,South America,Americas,1,31
31,CHL,2006,Chile,21.249926,99.368108,NA,19.491907,76.292645,34.497751,3.8771101,47.209704,1.55E+11,6.3171763,9484.6812,87.68900299,0.02133401,21.424752,NA,NA,106.38612,NA,95.040047,NA,5.5,2.3,18,6.0351677,1.7,7.6900001,77.934,3.173428,2.0110775,0.411,NA,0.791,0.376,0.518,1.8760163,NA,NA,0.61538797,0.72048035,5,10,South America,Americas,1,31
32,CHN,1990,China,53.864565,92.216011,43.6,NA,0.00156246,0,26.584308,NA,3.61E+11,3.9071139,317.88467,26.44199944,5.2835698,8.1704672,77.785057,102.67475,127.42803,96.871887,NA,6.7,29.7,2.5799999,NA,NA,NA,NA,69.293,2.2028398,3.7239264,0.84,NA,0.617,0.012,0.085,1.3969543,NA,NA,NA,NA,2,-7,Eastern Asia,Asia,0,32
33,CHN,1995,China,55.690204,94.382416,40.5,NA,0.29267545,0.00495471,19.59652,NA,7.35E+11,10.949227,609.65668,30.96100044,1.6105466,2.8994974,NA,96.9683,110.55306,90.311951,NA,NA,26.7,2.6099999,NA,NA,NA,4.5500002,70.156,2.1968728,3.2923538,0.50133333,NA,0.43,0.03333333,0.29266667,1.4768166,NA,NA,NA,NA,3,-7,Eastern Asia,Asia,0,32
34,CHN,2001,China,55.379542,96.556206,NA,NA,11.218203,2.6396502,13.983461,NA,1.34E+12,8.3399105,1053.1082,37.0929985,1.3123613,2.489984,NA,NA,110.27607,NA,NA,NA,19.8,2.52,105,4.3535438,NA,4.5300002,72.401,2.1991389,3.5170213,0.741,NA,0.726,NA,0.148,1.4548287,NA,2.8514377,NA,NA,4,-7,Eastern Asia,Asia,0,32
35,CHN,2007,China,54.810018,98.398705,31,9.7663457,40.941487,16,10.282997,42.855969,3.55E+12,14.231388,2695.3659,45.19900131,1.6849959,6.2855693,NA,94.084831,107.89359,NA,NA,NA,11.4,NA,86,3.9967083,NA,3.76,74.562,2.3722861,3.1828104,0.68658965,NA,0.61325967,0.02059267,0.14716223,1.4759329,NA,NA,0.72456358,0.48824144,5,-7,Eastern Asia,Asia,0,32
36,COL,1997,Colombia,40.632717,93.012077,NA,NA,3.2727379,0.55052102,12.606471,52.345496,1.07E+11,3.4302937,2759.9527,71.14600372,2.2126526,2.5236869,NA,NA,NA,NA,NA,NA,14.9,NA,NA,NA,NA,12.14,70.09,2.5457593,1.6396815,0.25222846,NA,0.67249917,0.48960053,0.49719379,1.8961603,NA,NA,NA,NA,3,7,South America,Americas,1,36
37,COL,1998,Colombia,41.04822,93.341026,NA,13.743732,4.5884339,1.1262252,13.23579,53.234715,9.84E+10,0.56978409,2509.1396,71.45700073,1.1557926,1.411042,NA,92.209023,119.29401,93.926758,NA,NA,14.5,NA,NA,NA,NA,15,70.416,2.9540885,1.6479438,0.28905207,NA,0.69425901,0.35547397,0.35514019,1.8878098,1.5278999,NA,NA,NA,3,7,South America,Americas,1,36
38,COL,2005,Colombia,38.356918,96.8,17.9,NA,50.478625,11.007264,7.725573,53.777091,1.47E+11,4.7065559,3386.0256,73.58100128,4.5520545,6.0906508,92.848663,108.41745,127.50447,97.455589,NA,NA,12,NA,30,5.4713602,1.2,11.87,72.303,NA,NA,0.33487603,NA,0.84132231,0.47702479,0.59239669,1.8553291,NA,NA,0.43942098,0.77913741,5,7,South America,Americas,1,36
39,CYP,2006,Cyprus,16.991342,100,NA,40.865534,82.77911,35.83,2.2762208,66.992339,2.04E+10,4.5101833,27169.993,68.125,0,0.00057866,NA,101.14621,102.38691,99.520187,87.968102,NA,2.3,3.7,4,5.3085332,3.8,4.54,78.764,2.7880539,1.7927063,0.44,NA,0.70666667,0.33809524,0.46666667,1.8717454,NA,NA,0.63631288,0.71892115,5,10,Western Asia,Asia,1,41
40,CZE,1998,Czech Republic,55.441957,100,NA,14.43578,9.3522267,3.8959061,3.3969145,52.632025,6.65E+10,-0.32871552,6458.9045,74.25099945,0.00328066,0.49812466,NA,NA,103.08726,NA,90.964088,NA,3.2,NA,NA,NA,NA,5.9000001,74.514634,2.9982363,3.1483813,0.22493461,NA,0.59982563,0.08892764,0.14036617,1.714808,1.227907,2.5696798,1.0971751,0.77868614,3,10,Eastern Europe,Europe,1,42
41,DEU,1997,Germany,49.640453,100,NA,10.699104,10.154618,6.7110875,0.98297485,61.15709,2.22E+12,1.8492007,27045.719,73.16999817,0.00711329,0.06738452,NA,98.558998,103.77757,NA,NA,NA,2.9,9.3999996,NA,NA,NA,9.8599997,77.073171,2.4755976,3.0389222,0.5148075,NA,0.88302073,0.1159921,0.12339585,1.6671779,1.3911439,3.0170543,1.4891804,0.93497494,3,10,Western Europe,Europe,1,43
42,DEU,2006,Germany,48.594861,100,NA,10.814624,105.04247,72.16,0.70577666,62.505045,3.00E+12,3.7001596,36447.872,73.4940033,0.03131359,0.15959179,NA,98.405884,104.12809,99.772903,92.726891,NA,2.6,8.3,7.3,10.128486,3.3,10.25,79.131707,2.6868293,2.9255214,0.75581395,NA,0.73158915,0.09399225,0.16472868,1.6591149,NA,NA,1.2434137,0.9541328,5,10,Western Europe,Europe,1,43
43,DOM,1996,Dominican Republic,53.301594,85.025841,NA,10.344343,1.0280961,0.07498705,9.1934025,51.770569,1.82E+10,5.9778251,2271.9436,58.43700027,0,0.70098922,NA,NA,101.34011,NA,NA,NA,23.6,1.5,NA,NA,1.5,6.9200001,69.837,2.6361323,1.674938,0.40047962,NA,0.67865707,0.59232614,0.50839329,1.7355164,1.529703,2.7277487,0.611208,0.68461339,3,8,Caribbean,Americas,1,47
44,DZA,2002,Algeria,16.733565,98.910538,NA,31.524905,1.4072304,1.5916413,9.2249864,NA,5.68E+10,5.6093232,1774.0337,61.50099945,11.789979,14.072233,69.873497,87.843491,105.14244,93.902107,NA,NA,20.6,NA,74,3.7300635,NA,25.9,71.276,2.5266612,1.0944882,0.25663027,NA,0.53978159,0.76833073,0.56162246,1.8878049,NA,2.7404343,0.50279471,0.47419427,4,-3,Northern Africa,Africa,0,48
45,EGY,2001,"Egypt, Arab Rep.",3.3532573,97.442825,NA,NA,3.9223923,0.83894561,15.351268,NA,9.76E+10,3.535252,1370.7174,42.8429985,4.7084623,5.3407905,NA,86.252068,91.874619,87.520699,NA,NA,21.6,NA,25,5.6782827,NA,9.2600002,68.807,2.6394116,1.028,0.726,NA,0.64633333,0.87333333,0.53233333,1.6209106,NA,3.0089286,0.32039878,0.48688178,4,NA,Northern Africa,Africa,0,50
46,EGY,2008,"Egypt, Arab Rep.",3.5581898,99.8,NA,15.320525,51.000226,18.01,12.63024,NA,1.63E+11,7.1576168,2011.2462,43.05799866,12.115287,15.712494,NA,NA,NA,NA,NA,NA,17.1,NA,19,4.6962591,3.9,8.5200005,69.98,2.9270936,1.0481967,0.26155359,NA,0.71189774,0.90462144,0.68371026,1.8157635,NA,NA,NA,NA,5,NA,Northern Africa,Africa,0,50
47,ESP,1990,Spain,61.012334,100,NA,15.753596,0.13916414,0.01287356,NA,NA,5.35E+11,3.7813935,13767.381,75.35099792,0.01557395,0.1284624,NA,99.728592,104.19447,98.958183,NA,2.3,4.9,4.5999999,NA,NA,NA,NA,76.837561,3.1749153,2.5060241,0.36887417,NA,0.70331126,0.2205298,0.41788079,1.6898017,NA,NA,0.97079072,0.81869077,2,10,Southern Europe,Europe,1,52
48,ESP,1995,Spain,59.504645,100,NA,15.908364,2.3688724,0.38080073,3.8901721,60.221798,6.13E+11,2.757494,15429.939,75.85600281,0.00545738,0.05933292,NA,NA,104.74256,99.956078,NA,NA,3.6,4.3000002,NA,NA,NA,22.67,77.980732,3.1197302,2.3059019,0.24772915,NA,0.75557391,0.21717589,0.43765483,1.7026564,1.540636,2.8091674,0.7819168,0.88627415,3,10,Southern Europe,Europe,1,52
49,ESP,2000,Spain,59.651303,100,NA,16.232263,59.32239,13.624961,3.7384913,59.103133,5.95E+11,5.2890996,14676.706,76.26200104,0.00446873,0.04302547,NA,NA,104.2435,99.813118,91.049942,1.6,2.8,4.0999999,22,6.8160619,NA,13.79,78.965854,3.041806,2.4613466,0.44086022,NA,0.76840364,0.20512821,0.49048801,1.6597938,NA,3.0222222,0.8203715,0.91126492,4,10,Southern Europe,Europe,1,52
50,ESP,2007,Spain,56.107872,100,NA,16.72491,106.67185,55.11,2.4403987,61.100826,1.48E+12,3.7689924,32709.401,77.73999786,0.00282258,0.05525525,97.938843,98.181953,105.30506,99.88076,87.776733,NA,2.2,NA,19,7.836712,2.4,8.2299995,80.873171,2.907113,2.7589958,0.3125,NA,0.71583333,0.1125,0.36916667,1.8006757,NA,NA,0.80588736,0.8146688,5,10,Southern Europe,Europe,1,52
51,EST,1996,Estonia,23.708422,100,NA,1.4081536,4.9021821,3.5251111,4.7387216,56.438,4.75E+09,5.3238449,3352.7337,70.11100006,0.07246165,1.814299,NA,90.816757,95.498466,90.60952,NA,NA,7.8,7.9000001,NA,NA,NA,9.9200001,69.612195,2.9167493,2.9738956,0.53770813,NA,0.59647405,0.04995103,0.27032321,1.7847848,1.4895937,2.8863135,1.1266614,0.52083416,3,6,Northern Europe,Europe,1,53
52,ETH,2007,Ethiopia,35.077,20.158501,79.1,7.8125297,1.4919653,0.37,42.265012,39.114111,1.97E+10,11.456167,243.30268,16.11599922,0,21.994455,38.995979,47.35952,89.165466,71.005043,NA,NA,39.4,NA,310,4.8384407,NA,5.3070002,58.466,1.9637827,1.2687668,0.792,NA,0.36133333,0.41333333,0.38933333,1.7557078,NA,NA,0.3620388,0.59480999,5,-3,Eastern Africa,Africa,0,54
53,FIN,1981,Finland,8.2625825,NA,NA,22.511592,0.58792306,NA,7.6573739,47.884181,5.25E+10,1.2947745,10934.568,72.52799988,0,1.0566417,NA,NA,96.08107,NA,NA,NA,4.8,NA,NA,NA,NA,NA,73.746585,NA,NA,NA,NA,NA,NA,NA,1.4282808,NA,NA,NA,NA,1,10,Northern Europe,Europe,1,55
