,countrykey,year,countryname,agriculture,elec,slums,tax,mobile,internet,agriculture_gdp,services_gdp,gdp,gdp_growth,gdppc,urban,oil,natural,literacy,prim_compl,enrl_gross,enrl_net,edu_expenses,mortality_child,mortality_neo,hospitalbeds,tub,health_gdp,inc_b10,unempl,lifeexp,life_pol,life_rel,qual_ind,qual_manners,qual_tol,qual_faith,qual_obd,trust,order_freedom,dem_order,traditional_rational,surv_self,wvs_wave,polity,un_region_name,un_continent_name,democracy,id
54,FIN,1996,Finland,7.28192,100,NA,21.915752,29.239033,16.780075,3.4499314,55.076426,1.32E+11,3.6588331,25777.641,81.22299957,0,0.47019846,NA,101.23879,99.048088,98.367531,NA,NA,2.9,9.1999998,NA,NA,NA,15.57,76.693415,3.0647482,2.5893769,0.56028369,NA,0.82472138,0.11246201,0.28064843,1.5118679,1.5054705,2.8614525,0.95270787,1.0942548,3,10,Northern Europe,Europe,1,55
55,FIN,2005,Finland,7.465117,100,NA,21.832627,100.21056,74.48,2.2824189,55.782392,2.04E+11,2.779955,38969.172,82.90499878,0,0.29080667,NA,100.19322,98.417473,97.345612,92.97541,NA,2.1,7,7.4,7.997939,4,8.3800001,78.817073,2.917078,2.5227723,0.69230769,NA,0.85996055,0.12228797,0.33037475,1.412,NA,NA,0.84903216,1.175774,5,10,Northern Europe,Europe,1,55
56,FRA,2006,France,53.533605,100,NA,22.569639,83.876572,46.87,1.5184906,68.717383,2.32E+12,2.3749469,36443.623,77.3769989,0.01261056,0.04920491,NA,NA,108.93028,99.160072,90.283379,NA,2.4,7.2,9.4,10.045368,3.4,8.4499998,80.812195,2.6363636,2.7409639,0.37562438,NA,0.86913087,0.09090909,0.41458541,1.813253,NA,NA,0.94892991,1.1219232,5,9,Western Europe,Europe,1,57
57,GBR,1998,United Kingdom,72.409375,100,NA,25.124604,25.412957,13.669983,0.90596392,65.995272,1.64E+12,3.1378084,28014.895,78.53199768,0.0923882,0.16406326,NA,NA,100.73473,99.905457,95.089569,NA,3.8,4.4000001,NA,NA,NA,6.1999998,77.190244,NA,NA,0.49222324,NA,0.86093321,0.16834401,0.50869167,1.7036347,NA,NA,NA,NA,3,10,Northern Europe,Europe,1,60
58,GBR,2005,United Kingdom,70.086389,100,NA,25.547358,108.60041,70,0.57884312,69.76816,2.52E+12,3.0960889,41732.641,79.91500092,0.7123023,0.91280361,NA,NA,106.28205,99.998619,92.008713,NA,3.5,NA,15,7.239528,2.6,4.75,79.04878,2.7087753,2.6549708,0.58405379,NA,0.85398655,0.17675312,0.4610951,1.6956947,NA,NA,0.73102079,1.2278548,5,10,Northern Europe,Europe,1,60
59,GEO,1996,Georgia,43.675349,98.3582,NA,NA,0.0465063,0.04006542,33.151647,40.920033,3.10E+09,11.200003,670.4611,53.59999847,0.21334281,0.3545846,NA,84.603012,82.512482,82.418381,NA,NA,24,5.6700001,NA,NA,2.3,14.213,70.687,2.6811161,1.7269096,0.50747012,NA,0.54133466,0.31025896,0.22858566,1.8128624,1.4857579,2.5770925,0.53149816,0.39207703,3,5,Western Asia,Asia,0,61
60,GHA,2007,Ghana,67.680408,58.792332,42.8,NA,33.497718,3.85,27.294114,47.16855,2.48E+10,4.3468192,1090.6867,48.66899872,0.03940171,9.4700393,NA,76.115059,97.386078,69.814583,79.229713,NA,32.9,NA,196,6.1885097,NA,4.0440001,59.663,2.4483892,1.1206557,0.37222947,NA,0.70664928,0.726206,0.81681877,1.9148657,NA,NA,0.3518515,0.48755269,5,8,Western Africa,Africa,1,62
61,GTM,2004,Guatemala,44.792833,77.129601,NA,11.552737,24.757948,5.1,12.861887,54.076245,2.40E+10,3.1520818,1872.7371,46.75600052,0.69733662,1.4125755,NA,67.263008,108.68226,90.713638,NA,NA,19,NA,32,6.738078,NA,3.1300001,69.437,2.7044534,1.2252252,0.279,NA,0.59,0.587,0.465,1.8432161,NA,NA,0.4105906,0.61617397,5,8,Central America,Americas,1,69
62,HUN,1982,Hungary,73.222828,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,64.5530014,NA,NA,NA,92.844147,105.16719,NA,NA,NA,15.5,NA,NA,NA,NA,NA,69.357805,NA,NA,0.50819672,NA,0.30737705,0.07855191,0.30669399,1.6643009,NA,NA,NA,NA,1,-7,Eastern Europe,Europe,0,74
63,HUN,1998,Hungary,68.964365,100,NA,20.634925,10.409912,3.8946433,5.9551832,52.187798,4.88E+10,4.2358477,4750.4149,64.82900238,0.03148333,0.26793526,NA,98.439934,100.63711,95.962303,91.785713,NA,6.4,8.1000004,NA,NA,NA,8.9300003,70.557805,3.0108192,2.6471495,0.44153846,NA,0.63538462,0.17538462,0.30769231,1.7725857,1.3005093,2.8017241,0.935461,0.64609644,3,10,Eastern Europe,Europe,1,74
64,IDN,2001,Indonesia,26.330752,86.26,NA,11.578185,3.0399764,2.0186139,15.994918,38.417242,1.60E+11,3.6434664,747.98175,42.7820015,4.1653539,7.2117442,NA,93.758591,109.76561,96.165131,NA,NA,21.6,NA,448,2.2357026,NA,5.8800001,66.467,2.6023965,1.02,0.766,NA,0.629,0.931,0.533,1.4836158,NA,2.8669528,0.22383091,0.39469547,4,6,South-Eastern Asia,Asia,1,75
65,IDN,2006,Indonesia,28.42838,90.62,NA,NA,27.75997,4.7648131,12.973803,40.082639,3.65E+11,5.5009518,1586.205,46.73199844,4.0780827,8.7481208,91.982269,92.362549,106.13361,94.479141,NA,NA,18.6,NA,433,2.8597708,NA,7.5500002,67.386,2.6595311,1.0675338,0.81985112,NA,0.59057072,0.90620347,0.53300248,1.5746479,NA,NA,0.39077026,0.47207417,5,8,South-Eastern Asia,Asia,1,75
66,IND,1990,India,61.016282,43.291561,54.9,10.128703,0,0,27.205632,34.587225,3.17E+11,5.5334546,363.96409,25.54700089,1.7950684,3.4683833,NA,NA,91.891129,77.50029,NA,20.9,57.3,NA,NA,NA,NA,NA,57.915,2.759432,1.7599198,0.2964,NA,0.5916,0.288,0.5588,1.645666,NA,NA,0.54961016,0.55344389,2,8,Southern Asia,Asia,1,76
67,IND,1995,India,60.858875,51.496105,48.2,9.3515696,0.00798349,0.02622888,24.738004,36.385692,3.56E+11,7.5744918,370.10136,26.60700035,0.97058991,2.5607264,NA,71.903084,94.409447,NA,NA,NA,51.4,NA,NA,NA,NA,3.7160001,60.408,2.8654527,1.7926405,0.37401961,NA,0.51568627,0.36029412,0.69901961,1.6212549,1.2642276,2.5851628,0.60265437,0.51314452,3,9,Southern Asia,Asia,1,76
68,IND,2001,India,60.704832,55.8,NA,8.1886872,0.61037192,0.66014638,21.869048,42.571818,4.79E+11,4.8239663,447.0139,27.91799927,0.97611137,2.6165219,61.014561,72.455299,94.446487,84.093384,NA,NA,43.6,NA,288,4.2764229,NA,4.3260002,62.977,2.7162741,1.6945436,0.56193806,NA,0.63186813,0.46603397,0.55694306,1.5900948,NA,2.5922684,0.63482013,0.65112962,4,9,Southern Asia,Asia,1,76
69,IND,2006,India,60.509419,67.9,NA,11.370511,14.290291,2.8054999,17.394116,42.732709,9.20E+11,9.2639648,792.02597,29.56900024,1.4562256,4.3261475,62.754471,NA,NA,NA,NA,NA,37,NA,274,3.6347779,NA,4.237,64.966,2.7177161,1.7342296,0.66866567,NA,0.55772114,0.4127936,0.55872064,1.7671541,NA,NA,0.6077072,0.70929944,5,9,Southern Asia,Asia,1,76
70,IRN,2000,"Iran, Islamic Rep.",38.608512,97.9,NA,5.8612821,1.4555694,0.93419002,9.0684193,51.416644,1.10E+11,5.8580666,1657.1697,64.04199982,30.253385,31.155418,NA,91.711456,99.641937,84.873749,91.399971,5.5,18.4,NA,22,5.2388473,NA,14.638,70.144,2.5986336,1.254319,0.53159558,NA,0.58965245,0.70853081,0.414297,1.346514,NA,2.8262363,NA,NA,4,3,Southern Asia,Asia,0,78
71,IRN,2007,"Iran, Islamic Rep.",29.515091,98.579857,NA,5.9376877,41.329369,9.47,7.1855682,47.607768,3.50E+11,8.1557735,4857.3684,68.86399841,25.693224,28.624968,NA,94.56649,104.33307,98.980217,NA,NA,14.3,NA,16,5.7624295,NA,10.6,72.635,2.5073613,1.2839413,0.63104612,NA,0.64454443,0.71428571,0.32395951,1.8938421,NA,NA,NA,NA,5,-6,Southern Asia,Asia,0,78
72,IRQ,2004,Iraq,19.868761,97.106689,NA,NA,2.1811321,0.9,6.9385613,NA,3.66E+10,54.157774,1391.8169,68.71199799,62.442303,62.498352,NA,79.603378,104.37432,92.993988,NA,NA,23.1,NA,48,3.8430525,NA,20.576,68.537,2.3857527,1.0696066,0.28817204,NA,0.77806452,0.91956989,0.73806452,1.524,NA,2.7227937,NA,NA,4,NA,Western Asia,Asia,0,79
73,IRQ,2006,Iraq,20.554679,97.622112,NA,NA,33.740345,0.95234424,5.8260329,NA,6.51E+10,10.158199,2351.8124,68.81900024,62.535787,62.636267,NA,NA,NA,NA,NA,NA,22.4,NA,48,2.4224777,3.9,17.5,68.217,2.1251448,1.0465203,0.28878193,NA,0.85153647,0.89929656,0.73343206,1.5917808,NA,NA,NA,NA,5,NA,Western Asia,Asia,0,79
74,ISR,2001,Israel,25.924214,100,NA,26.682153,89.739686,17.378624,1.471491,67.676915,1.31E+11,0.02529532,20299.138,91.26699829,0.0004202,0.00092835,NA,NA,106.00594,98.311073,92.454597,NA,3.5,6.1599998,9.6,7.2291749,2.3,11.81,79.407317,NA,NA,0.68640534,NA,0.81901585,0.2910759,0.16263553,1.765411,NA,NA,0.9030465,0.98444601,4,6,Western Asia,Asia,1,81
75,ITA,2005,Italy,50.098593,100,NA,20.752615,121.5811,35,2.0290047,64.867937,1.85E+12,0.94966626,31959.263,67.73799896,0.07673666,0.11700808,NA,99.030502,101.30086,99.304657,92.805862,NA,2.7,4,7.5,8.3612048,2.4,7.73,80.782927,2.7839196,1.961962,0.58498024,NA,0.73913043,0.34387352,0.26086957,1.7082896,NA,NA,0.72690836,0.79241365,5,10,Southern Europe,Europe,1,82
76,JOR,2001,Jordan,11.582049,98.836266,NA,NA,16.667565,4.7057196,1.9536299,61.858706,8.98E+09,5.2686166,1728.2605,80.08699799,0.00305952,0.07849937,NA,NA,NA,NA,NA,NA,16.5,NA,8.2,9.8840315,NA,14.7,71.907,2.6915423,1.0450082,0.21177433,NA,0.66802944,0.84791496,0.47097302,1.7234754,NA,2.8822948,0.32500239,0.38250725,4,-2,Western Asia,Asia,0,84
77,JOR,2007,Jordan,10.916818,98.8,17.7,NA,77.046566,20,2.531507,58.375325,1.71E+10,8.175719,2762.8064,81.70400238,0.00256058,0.59637232,92.199577,NA,NA,NA,NA,NA,13.9,1.8,6.8,8.3007732,NA,13.1,72.924,2.5054484,1.0525438,0.42583333,NA,0.74833333,0.845,0.63666667,1.6868178,NA,NA,0.35548304,0.38468711,5,-3,Western Asia,Asia,0,84
78,JPN,1981,Japan,16.490175,NA,NA,10.979773,0.01117959,NA,NA,NA,1.22E+12,4.2093365,10361.323,76.27300262,0.00515492,0.12218696,NA,102.17253,99.542953,99.542953,NA,NA,4.6,NA,NA,NA,NA,NA,76.41439,NA,NA,0.46760797,NA,0.410299,0.06229236,0.06146179,1.5850773,NA,NA,1.1311461,0.56399804,1,10,Eastern Asia,Asia,1,85
79,JPN,1990,Japan,15.614372,100,NA,12.947288,0.69716427,0.02029368,NA,NA,3.13E+12,4.8927131,25359.347,77.33899689,0.00158468,0.03394311,NA,102.2159,100.0196,99.81221,NA,1.7,2.5,NA,NA,NA,NA,NA,78.836829,2.3519126,3.0636574,0.64490603,NA,0.59545005,0.0702275,0.10089021,1.582876,NA,NA,1.1852465,0.647847,2,10,Eastern Asia,Asia,1,85
80,JPN,1995,Japan,14.928689,100,NA,10.95823,9.26773,1.5943631,1.6900479,63.191015,5.45E+12,2.7421403,43440.368,78.01599884,0.00077929,0.01434072,NA,NA,99.828102,99.759209,NA,NA,2.2,15.4,NA,NA,NA,3.1500001,79.536341,2.190091,3.0446985,0.60436433,NA,0.58254269,0.05787476,0.0626186,1.5767677,1.2154018,2.8967468,1.0153429,0.72467646,3,10,Eastern Asia,Asia,1,85
81,JPN,2000,Japan,14.42524,100,NA,10.372257,52.365964,29.99074,1.5359992,65.861581,4.89E+12,2.7796328,38532.041,78.64900208,0.001017,0.00954238,NA,98.526009,97.770927,97.770927,88.109596,1.2,1.8,14.7,36,7.150913,NA,4.73,81.076098,2.1393114,3.1198659,0.81791483,NA,0.71218796,0.06534508,0.04331865,1.569378,NA,2.9170259,1.3463797,0.81121069,4,10,Eastern Asia,Asia,1,85
82,JPN,2005,Japan,12.872428,100,NA,10.137011,75.180912,66.921066,1.1253636,68.964888,4.76E+12,1.6626704,37217.649,85.97799683,0.00183151,0.01219652,NA,99.182739,100.33301,99.73188,90.93512,NA,1.4,14.1,24,7.7806686,NA,4.4200001,81.925122,2.1625616,3.1872428,0.80018248,NA,0.74543796,0.05565693,0.05109489,1.6091618,NA,NA,1.3741591,0.78490014,5,10,Eastern Asia,Asia,1,85
83,KGZ,2003,Kyrgyz Republic,56.517205,99.600449,NA,NA,2.7588104,3.9087663,33.62217,37.75795,1.92E+09,7.0302961,380.50736,35.29299927,0.39978498,3.8263053,NA,90.673538,96.8284,93.302147,NA,NA,20.2,5.3000002,235,5.823849,3.9,9.9200001,68.256098,2.5250482,2.046332,0.54841802,NA,0.6548418,0.22627037,0.37392138,1.8333333,NA,2.2681018,0.69438668,0.42701158,4,-3,Central Asia,Asia,0,88
84,KOR,1982,"Korea, Rep.",23.253162,NA,NA,14.806907,0,NA,13.868966,43.951311,7.78E+10,8.2650213,1977.6416,60.06100082,0,0.63258239,NA,101.17638,105.09065,99.793762,NA,NA,15.1,NA,NA,NA,NA,NA,67.095122,NA,NA,0.45051546,NA,0.24948454,0.14226804,0.12886598,1.6198257,NA,NA,NA,NA,1,-5,Eastern Asia,Asia,0,92
85,KOR,1990,"Korea, Rep.",22.589674,NA,NA,13.612203,0.18639134,0.02326509,7.601955,46.858895,2.79E+11,9.8112297,6516.3058,73.84400177,0,0.0687974,NA,99.028839,105.33468,99.780418,NA,5.3,7.6,3.0999999,NA,NA,NA,NA,71.597561,2.0153226,2.324498,0.54356515,NA,0.55395683,0.18864908,0.18065548,1.6582587,NA,NA,NA,NA,2,6,Eastern Asia,Asia,1,92
86,KOR,1996,"Korea, Rep.",20.816919,100,NA,13.501453,6.9518629,1.6242372,4.9951698,50.450741,5.98E+11,7.5945091,13137.908,78.66200256,0,0.01860875,NA,NA,102.89029,98.228012,NA,NA,4.6,4.5999999,NA,NA,NA,2.05,74.15122,2.2074554,2.4469636,0.59727782,NA,0.4683747,0.16573259,0.14411529,1.6968725,NA,2.892133,NA,NA,3,6,Eastern Asia,Asia,1,92
87,KOR,2001,"Korea, Rep.",20.105437,100,NA,13.920039,60.875914,56.6,3.6911066,52.817021,5.33E+11,4.5253068,11252.908,79.94000244,0,0.0193382,NA,99.624763,99.211609,98.183739,NA,NA,3.2,6.0999999,84,4.5254319,NA,4,76.412195,2.4345288,2.4095079,0.77333333,NA,0.64666667,0.21166667,0.13166667,1.7266667,NA,2.9015595,1.0632618,0.50929571,4,8,Eastern Asia,Asia,1,92
88,KOR,2005,"Korea, Rep.",19.421786,100,NA,13.858021,78.717935,73.5,2.8403106,53.563258,8.98E+11,3.9236774,18639.522,81.34500122,0.00165192,0.01915931,NA,97.804672,101.07377,99.685158,82.621597,NA,2.4,NA,94,5.0823957,NA,3.73,78.168293,2.4236864,2.4762302,0.6725,NA,0.56,0.21166667,0.105,1.6984797,NA,NA,0.94820539,0.54107669,5,8,Eastern Asia,Asia,1,92
89,LTU,1997,Lithuania,54.514997,100,NA,6.2681238,4.6184758,0.97842216,9.4203673,51.266519,1.01E+10,8.2932287,2830.7375,67.16600037,0.10466612,0.98818064,NA,99.328972,101.02773,NA,NA,NA,5.6,10.19,NA,NA,NA,14.13,70.909024,2.9064386,2.470948,0.7185332,NA,0.54112983,0.22497522,0.22893954,1.7808359,1.5456432,2.6298137,0.99912826,0.47281889,3,10,Northern Europe,Europe,1,102
90,LVA,1996,Latvia,30.130555,100,NA,18.672602,1.1497383,0.81271707,6.8143298,55.41626,5.97E+09,2.3590192,2429.5911,68.65000153,0,2.5380553,NA,73.015297,89.538818,NA,NA,NA,10.6,10.44,NA,NA,2.9,20.93,68.776585,2.9699313,2.7813589,0.37833333,NA,0.725,0.13916667,0.19416667,1.7525862,1.6087704,2.487963,1.1820669,0.52137929,3,8,Northern Europe,Europe,1,104
91,MAR,2001,Morocco,68.048398,71.933922,NA,NA,16.351746,1.3714381,13.191962,50.708883,3.95E+10,7.3199675,1336.7754,53.66199875,0.00421069,0.67049979,NA,59.78904,96.991722,80.224716,NA,NA,26.6,NA,111,4.1298195,NA,12.46,69.209,3.0617284,1.0608,0.37969624,NA,0.73940847,0.87130296,0.54196643,1.774461,NA,2.4573269,NA,NA,4,-6,Northern Africa,Africa,0,105
92,MAR,2007,Morocco,67.129733,84.384605,13.1,23.905403,64.143266,21.5,10.863126,53.519837,7.90E+10,3.5315942,2494.3536,56.15299988,0.00940201,1.4651729,NA,82.93103,107.68398,89.620132,NA,NA,23.2,1.1,94,5.4229351,NA,9.5600004,72.58,2.8691006,1.1117598,0.54833333,NA,0.58583333,0.68166667,0.50916667,1.8700085,NA,NA,NA,NA,5,-6,Northern Africa,Africa,0,105
93,MDA,1996,Moldova,77.619192,96.985489,NA,12.089617,0.02132246,0.0046439,27.484097,37.504693,1.70E+09,-5.8770602,462.17201,46.20000076,0,0.2671222,NA,NA,94.431839,NA,NA,NA,23.2,12.13,NA,NA,NA,10.861,66.761,2.9249218,2.1229508,0.35873984,NA,0.63414634,0.2804878,0.39430894,1.7778926,1.5545267,2.4597574,0.81065656,0.44456575,3,7,Eastern Europe,Europe,1,106
94,MDA,2002,Moldova,77.068127,99,NA,12.881354,8.0980631,3.7872428,21.021829,47.935977,1.66E+09,7.7999998,458.67782,45.60499954,0,0.20658387,NA,97.141701,99.478889,95.963928,NA,NA,17.2,NA,104,7.1020531,2.8,6.8000002,67.362,2.7367347,1.9360825,0.55952381,NA,0.77678571,0.41865079,0.41071429,1.8536082,NA,2.5879459,0.90504856,0.42628098,4,8,Eastern Europe,Europe,1,106
95,MDA,2006,Moldova,75.494071,99.409637,NA,19.571051,32.768166,19.620648,14.498757,52.648601,3.41E+09,4.7999999,950.6482,45.20899963,0.03230634,0.20786078,NA,98.030258,96.652672,90.634483,97.016777,NA,13.3,6.3,138,10.544425,2.8,7.3800001,68.022,2.9750719,2.0181992,0.44933078,NA,0.66539197,0.41586998,0.16826004,1.8213592,NA,NA,0.79476022,0.47753967,5,9,Eastern Europe,Europe,1,106
96,MEX,1981,Mexico,50.520847,NA,NA,11.131059,0,NA,8.2961156,53.545699,2.50E+11,8.7726006,3522.6638,66.87000275,6.9620462,7.563973,NA,84.406052,116.38077,NA,NA,NA,30,NA,NA,NA,NA,NA,67.04,NA,NA,0.15405553,NA,0.39466522,0.35383778,0.43930321,1.8250564,NA,NA,0.53484842,0.52676109,1,-3,Central America,Americas,0,109
97,MEX,1990,Mexico,54.091412,94.264572,23.1,11.782682,0.07489174,0,7.1805455,58.314137,2.63E+11,5.0683063,3077.7471,71.41899872,5.9693709,6.9846385,87.556152,86.619766,110.66496,96.983063,NA,5.5,22.3,1,NA,NA,NA,NA,70.836,2.6729475,2.0106171,0.47289353,NA,0.64337035,0.40300457,0.45068583,1.6654624,NA,NA,0.67378121,0.73843987,2,0,Central America,Americas,0,109
98,MEX,1995,Mexico,54.628463,95.785553,21.5,8.4796246,0.73210565,0.10256419,4.4248707,58.733122,3.60E+11,-6.2912308,3828.717,73.36799622,2.6453706,3.1046974,NA,93.204269,109.31418,96.422157,NA,NA,17.9,1.2,NA,NA,NA,6.8899999,72.796,2.4601665,1.8510638,0.47540984,NA,0.56557377,0.40046838,0.5058548,1.6350185,1.4649351,2.5084034,0.71055393,0.66716353,3,4,Central America,Americas,0,109
99,MEX,1996,Mexico,54.687621,96.093624,NA,8.7429817,1.0679561,0.20040628,4.8684672,57.180058,4.11E+11,6.7732587,4294.979,73.66999817,3.2398761,3.5944092,NA,94.892448,108.80153,96.16098,NA,NA,17,1.2,NA,NA,1.6,5.25,73.158,2.5584065,1.7733065,0.39801325,NA,0.57284768,0.43576159,0.4986755,1.7190141,1.5354839,2.5791567,0.66221449,0.69964632,3,4,Central America,Americas,0,109
100,MEX,2000,Mexico,54.697909,98.007132,19.9,9.5728614,13.839879,5.0813842,3.3230863,57.802339,7.08E+11,4.9424537,6959.3887,74.72200012,3.0597503,3.2865876,90.535622,95.464111,107.17324,99.351501,NA,3.5,12.9,1.1,23,4.8563505,1.4,2.5599999,74.364,2.5891678,1.4898494,0.44429967,NA,0.71791531,0.51986971,0.58566775,1.7815631,NA,2.5594059,0.45206679,0.83153428,4,8,Central America,Americas,1,109
101,MEX,2005,Mexico,54.821369,98.932728,14.4,NA,43.447753,17.21,3.0732042,60.005673,8.78E+11,2.3078071,8089.409,76.30799866,5.1747255,5.6950123,91.630272,98.837151,104.64657,97.643646,96.903008,NA,8.9,NA,21,5.921606,1.6,3.5599999,75.347,2.5693717,1.5931657,0.40833333,NA,0.78076923,0.38846154,0.58269231,1.8443152,NA,NA,0.49994378,0.8985285,5,8,Central America,Americas,1,109
102,MKD,1998,"Macedonia, FYR",50.766811,96.906166,NA,NA,1.4953354,1.0028617,11.424918,45.665252,3.57E+09,3.3787356,1774.822,58.96500015,0,0.35382093,NA,100.07119,98.92128,91.520668,NA,NA,10.2,5.1500001,NA,NA,NA,34.5,72.795,2.8980229,2.1184486,0.61909548,NA,0.70552764,0.22311558,0.1839196,1.9179431,1.3,2.5804878,0.76757536,0.37788295,3,6,Southern Europe,Europe,1,111
103,MKD,2001,"Macedonia, FYR",48.839953,97.61145,NA,NA,10.929626,3.4681846,9.7447235,54.370763,3.71E+09,-3.0672457,1815.9201,58.3390007,0,0.7214639,NA,94.850403,95.571564,94.862862,NA,NA,8.7,4.9299998,40,3.6862682,NA,30.52,73.47,2.7667946,1.8051823,0.58767773,NA,0.75165877,0.26824645,0.11279621,1.8628795,NA,2.5770065,0.69752199,0.56427878,4,6,Southern Europe,Europe,1,111
104,MLI,2007,Mali,33.271048,20.725142,65.9,13.055971,18.50661,0.81,31.352875,35.950103,8.15E+09,3.4936168,595.63683,33.61199951,0,10.169708,NA,50.17939,79.137749,59.998459,NA,NA,43.7,NA,66,5.2487246,NA,11.71,53.553,2.4466572,1.1115564,0.42372881,NA,0.59908735,0.5958279,0.52281617,1.8250192,NA,NA,0.37451135,0.71224859,5,7,Western Africa,Africa,1,112
105,MYS,2006,Malaysia,21.645716,98.241669,NA,14.516221,74.449377,51.637989,8.6099796,43.926352,1.63E+11,5.5848471,6222.983,67.48300171,6.6913369,12.269558,NA,100.03707,98.866333,95.576881,NA,NA,4.3,1.9,71,3.2673406,NA,3.3299999,73.577,2.5758333,1.2416667,0.7868443,NA,0.73688593,0.59616986,0.25895087,1.9117402,NA,NA,0.45171688,0.52465984,5,3,South-Eastern Asia,Asia,0,120
106,NGA,1990,Nigeria,67.619706,27.3,77.3,NA,0,0,29.957212,78.255173,3.08E+10,12.766009,322.84118,29.68000031,45.073923,50.371481,NA,NA,86.440498,NA,NA,42.3,51.7,1.6682,NA,NA,NA,NA,45.898,2.7336788,1.2281407,0.16383616,NA,0.75024975,0.73826174,0.70729271,1.7679144,NA,NA,0.57369967,0.51550606,2,-5,Western Africa,Africa,0,123
107,NGA,1995,Nigeria,75.101288,37.769924,73.5,NA,0.01203576,NA,30.858207,58.447732,2.86E+10,-0.30746897,264.29563,32.20500183,27.323245,35.54149,NA,NA,89.242592,NA,NA,NA,52.3,NA,NA,NA,NA,4.421,45.852,2.5841889,1.1050251,0.19639279,NA,0.63727455,0.71943888,0.70691383,1.8271205,1.2783826,2.7658228,0.48161484,0.43463898,3,-6,Western Africa,Africa,0,123
